Date,Close
07-09-2011,23.84
08-09-2011,23.610001
09-09-2011,22.969999
12-09-2011,22.879999
13-09-2011,24.08
14-09-2011,24.34
15-09-2011,24.82
16-09-2011,25.799999
19-09-2011,25.77
20-09-2011,26.01
21-09-2011,25.85
22-09-2011,25.629999
23-09-2011,26.379999
26-09-2011,25.52
27-09-2011,26.190001
28-09-2011,24.59
29-09-2011,24.120001
30-09-2011,24.389999
03-10-2011,23.73
04-10-2011,23.66
05-10-2011,25.370001
06-10-2011,26.959999
07-10-2011,26.99
10-10-2011,27.879999
11-10-2011,27.610001
12-10-2011,27.799999
13-10-2011,27.940001
14-10-2011,28.049999
17-10-2011,27.42
18-10-2011,28.34
19-10-2011,27.57
20-10-2011,27.34
21-10-2011,28.030001
24-10-2011,28.549999
25-10-2011,28.25
26-10-2011,27.98
27-10-2011,28.76
28-10-2011,29.870001
31-10-2011,29.370001
01-11-2011,28.879999
02-11-2011,28.709999
03-11-2011,32.459999
04-11-2011,32.310001
07-11-2011,31.27
08-11-2011,31.84
09-11-2011,30.879999
10-11-2011,31.33
11-11-2011,33.639999
14-11-2011,33.220001
15-11-2011,33.93
16-11-2011,34.939999
17-11-2011,33.68
18-11-2011,32.599998
21-11-2011,31.76
22-11-2011,32.07
23-11-2011,31.450001
25-11-2011,31.66
28-11-2011,32.560001
29-11-2011,31.75
30-11-2011,32.740002
01-12-2011,32.599998
02-12-2011,33.299999
05-12-2011,34.419998
06-12-2011,34.869999
07-12-2011,34.189999
08-12-2011,30.889999
09-12-2011,31.040001
12-12-2011,30.41
13-12-2011,29.450001
14-12-2011,28.530001
15-12-2011,28.620001
16-12-2011,28
19-12-2011,27.75
20-12-2011,27.9
21-12-2011,27.57
22-12-2011,27.77
23-12-2011,27.9
27-12-2011,28.57
28-12-2011,28.51
29-12-2011,28.73
30-12-2011,28.559999
03-01-2012,28.08
04-01-2012,27.709999
05-01-2012,27.120001
06-01-2012,26.91
09-01-2012,27.25
10-01-2012,27.620001
11-01-2012,28.23
12-01-2012,28.25
13-01-2012,22.790001
17-01-2012,26.6
18-01-2012,26.809999
19-01-2012,26.76
20-01-2012,26.6
23-01-2012,26.77
24-01-2012,27.42
25-01-2012,27.969999
26-01-2012,28.940001
27-01-2012,29.33
30-01-2012,29.57
31-01-2012,29.07
01-02-2012,29.58
02-02-2012,30.25
03-02-2012,31.15
06-02-2012,31.799999
07-02-2012,31.6
08-02-2012,31.93
09-02-2012,32.580002
10-02-2012,31.1
13-02-2012,31.49
14-02-2012,33.169998
15-02-2012,33.599998
16-02-2012,34.18
17-02-2012,34.970001
21-02-2012,34.5
22-02-2012,34.220001
23-02-2012,34.529999
24-02-2012,33.75
27-02-2012,33.619999
28-02-2012,33.810001
29-02-2012,33.41
01-03-2012,34.41
02-03-2012,34.040001
05-03-2012,33.77
06-03-2012,33.110001
07-03-2012,33.119999
08-03-2012,33.07
09-03-2012,34.740002
12-03-2012,36.009998
13-03-2012,36.09
14-03-2012,35.290001
15-03-2012,35
16-03-2012,35.32
19-03-2012,34.98
20-03-2012,34.959999
21-03-2012,35.150002
22-03-2012,34.400002
23-03-2012,34.080002
26-03-2012,37.400002
27-03-2012,37.939999
28-03-2012,37.849998
29-03-2012,37.330002
30-03-2012,37.240002
02-04-2012,36.580002
03-04-2012,38.009998
04-04-2012,35
05-04-2012,34.48
09-04-2012,33.150002
10-04-2012,32.459999
11-04-2012,33.09
12-04-2012,33.439999
13-04-2012,33.59
16-04-2012,32.25
17-04-2012,32.240002
18-04-2012,32.66
19-04-2012,33.16
20-04-2012,33.16
23-04-2012,31.940001
24-04-2012,31.82
25-04-2012,32.91
26-04-2012,33.490002
27-04-2012,33.34
30-04-2012,33.130001
01-05-2012,33.779999
02-05-2012,33.939999
03-05-2012,32.459999
04-05-2012,31.83
07-05-2012,32.470001
08-05-2012,30.190001
09-05-2012,30.059999
10-05-2012,32.959999
11-05-2012,32.25
14-05-2012,30.059999
15-05-2012,29.43
16-05-2012,29.18
17-05-2012,28.57
18-05-2012,27.559999
21-05-2012,28.77
22-05-2012,30.799999
23-05-2012,31.02
24-05-2012,30.280001
25-05-2012,29.809999
29-05-2012,31.690001
30-05-2012,30.41
31-05-2012,29.5
01-06-2012,28.15
04-06-2012,27.879999
05-06-2012,27.91
06-06-2012,29.219999
07-06-2012,28.93
08-06-2012,30.08
11-06-2012,29.120001
12-06-2012,29.66
13-06-2012,29.77
14-06-2012,29.389999
15-06-2012,29.91
18-06-2012,31.84
19-06-2012,32.09
20-06-2012,33.779999
21-06-2012,32.189999
22-06-2012,33.790001
25-06-2012,33.110001
26-06-2012,31.610001
27-06-2012,31.959999
28-06-2012,31.41
29-06-2012,31.290001
02-07-2012,30.4
03-07-2012,30.66
05-07-2012,31.23
06-07-2012,30.99
09-07-2012,31.49
10-07-2012,31.27
11-07-2012,31.51
12-07-2012,32.700001
13-07-2012,34.25
16-07-2012,35.959999
17-07-2012,33.349998
18-07-2012,32.150002
19-07-2012,32.27
20-07-2012,31.790001
23-07-2012,30.66
24-07-2012,29.84
25-07-2012,28.950001
26-07-2012,28.129999
27-07-2012,29.51
30-07-2012,27.35
31-07-2012,27.42
01-08-2012,26.25
02-08-2012,26.1
03-08-2012,27.27
06-08-2012,28.27
07-08-2012,30.25
08-08-2012,29.09
09-08-2012,29.41
10-08-2012,29.940001
13-08-2012,31.17
14-08-2012,29.42
15-08-2012,29.4
16-08-2012,30.299999
17-08-2012,30.01
20-08-2012,29.51
21-08-2012,29.110001
22-08-2012,29.950001
23-08-2012,30.73
24-08-2012,29.5
27-08-2012,28.32
28-08-2012,28.690001
29-08-2012,28.41
30-08-2012,28.41
31-08-2012,28.52
04-09-2012,28.139999
05-09-2012,27.940001
06-09-2012,28.549999
07-09-2012,29.35
10-09-2012,27.370001
11-09-2012,27.799999
12-09-2012,28.280001
13-09-2012,29.48
14-09-2012,30.389999
17-09-2012,32.540001
18-09-2012,31.34
19-09-2012,31.049999
20-09-2012,30.9
21-09-2012,30.02
24-09-2012,30.66
25-09-2012,27.66
26-09-2012,27.540001
27-09-2012,28.49
28-09-2012,29.280001
01-10-2012,29.16
02-10-2012,29.799999
03-10-2012,29.299999
04-10-2012,29.4
05-10-2012,28.889999
08-10-2012,29.25
09-10-2012,28.370001
10-10-2012,28.4
11-10-2012,28.32
12-10-2012,27.639999
15-10-2012,27.33
16-10-2012,28.059999
17-10-2012,28.82
18-10-2012,28.040001
19-10-2012,27.74
22-10-2012,27.85
23-10-2012,28.389999
24-10-2012,27.42
25-10-2012,27.52
26-10-2012,27.379999
31-10-2012,28.129999
01-11-2012,29.25
02-11-2012,28.92
05-11-2012,31.5
06-11-2012,31.15
07-11-2012,31.540001
08-11-2012,31.309999
09-11-2012,30.32
12-11-2012,31.07
13-11-2012,31.610001
14-11-2012,31.379999
15-11-2012,30.82
16-11-2012,31.84
19-11-2012,32.919998
20-11-2012,33
21-11-2012,32.470001
23-11-2012,32.130001
26-11-2012,32.27
27-11-2012,32.150002
28-11-2012,33.23
29-11-2012,33.689999
30-11-2012,33.82
03-12-2012,34.619999
04-12-2012,33.900002
05-12-2012,33.709999
06-12-2012,33.900002
07-12-2012,34.169998
10-12-2012,34.57
11-12-2012,35.279999
12-12-2012,35.259998
13-12-2012,33.610001
14-12-2012,33.810001
17-12-2012,34.400002
18-12-2012,34.59
19-12-2012,34.610001
20-12-2012,34.43
21-12-2012,34
24-12-2012,34.279999
26-12-2012,33.59
27-12-2012,33.689999
28-12-2012,33.220001
31-12-2012,33.869999
02-01-2013,35.360001
03-01-2013,34.77
04-01-2013,34.400002
07-01-2013,34.34
08-01-2013,33.68
09-01-2013,33.639999
10-01-2013,33.529999
11-01-2013,32.91
14-01-2013,33.259998
15-01-2013,33.900002
16-01-2013,34.099998
17-01-2013,34.380001
18-01-2013,34.52
22-01-2013,35.189999
23-01-2013,36
24-01-2013,36.990002
25-01-2013,36.98
28-01-2013,38.029999
29-01-2013,37.950001
30-01-2013,37.52
31-01-2013,37.509998
01-02-2013,38.299999
04-02-2013,37.740002
05-02-2013,38.130001
06-02-2013,39.169998
07-02-2013,39.48
08-02-2013,39.240002
11-02-2013,38.419998
12-02-2013,37.889999
13-02-2013,38.450001
14-02-2013,38.27
15-02-2013,37.040001
19-02-2013,39.279999
20-02-2013,38.540001
21-02-2013,35.16
22-02-2013,36.110001
25-02-2013,34.380001
26-02-2013,34.43
27-02-2013,35.099998
28-02-2013,34.830002
01-03-2013,34.650002
04-03-2013,35.580002
05-03-2013,36.650002
06-03-2013,37.689999
07-03-2013,38.23
08-03-2013,38.470001
11-03-2013,39.099998
12-03-2013,39.119999
13-03-2013,38.98
14-03-2013,36.849998
15-03-2013,35.290001
18-03-2013,35.150002
19-03-2013,35.080002
20-03-2013,35.950001
21-03-2013,36.009998
22-03-2013,36.619999
25-03-2013,37.529999
26-03-2013,37.860001
27-03-2013,38.16
28-03-2013,37.889999
01-04-2013,43.93
02-04-2013,44.34
03-04-2013,41.099998
04-04-2013,42.009998
05-04-2013,41.369999
08-04-2013,41.830002
09-04-2013,40.5
10-04-2013,41.860001
11-04-2013,43.59
12-04-2013,43.75
15-04-2013,43.299999
16-04-2013,45.59
17-04-2013,45.450001
18-04-2013,46.970001
19-04-2013,47.830002
22-04-2013,50.189999
23-04-2013,51.009998
24-04-2013,50.43
25-04-2013,52
26-04-2013,51.200001
29-04-2013,54.939999
30-04-2013,53.990002
01-05-2013,53.279999
02-05-2013,54.110001
03-05-2013,54.549999
06-05-2013,59.5
07-05-2013,55.509998
08-05-2013,55.790001
09-05-2013,69.400002
10-05-2013,76.760002
13-05-2013,87.800003
14-05-2013,83.239998
15-05-2013,84.839996
16-05-2013,92.25
17-05-2013,91.5
20-05-2013,89.940002
21-05-2013,87.589996
22-05-2013,87.239998
23-05-2013,92.730003
24-05-2013,97.080002
28-05-2013,110.330002
29-05-2013,104.629997
30-05-2013,104.949997
31-05-2013,97.760002
03-06-2013,92.589996
04-06-2013,94.839996
05-06-2013,95.370003
06-06-2013,97.349998
07-06-2013,102.040001
10-06-2013,100.050003
11-06-2013,94.470001
12-06-2013,97.730003
13-06-2013,98.18
14-06-2013,100.300003
17-06-2013,102.199997
18-06-2013,103.389999
19-06-2013,104.68
20-06-2013,100.650002
21-06-2013,99.550003
24-06-2013,101.489998
25-06-2013,102.400002
26-06-2013,105.720001
27-06-2013,109.25
28-06-2013,107.360001
01-07-2013,117.18
02-07-2013,117.82
03-07-2013,115.239998
05-07-2013,120.089996
08-07-2013,121.610001
09-07-2013,123.449997
10-07-2013,122.269997
11-07-2013,125.610001
12-07-2013,129.899994
15-07-2013,127.260002
16-07-2013,109.050003
17-07-2013,120.25
18-07-2013,119.029999
19-07-2013,119.68
22-07-2013,122.43
23-07-2013,122.739998
24-07-2013,121.699997
25-07-2013,124.07
26-07-2013,129.389999
29-07-2013,134.619995
30-07-2013,131.740005
31-07-2013,134.279999
01-08-2013,135.550003
02-08-2013,138
05-08-2013,144.679993
06-08-2013,142.149994
07-08-2013,134.229996
08-08-2013,153.479996
09-08-2013,153
12-08-2013,147.380005
13-08-2013,145.429993
14-08-2013,139.360001
15-08-2013,139.669998
16-08-2013,142
19-08-2013,144.899994
20-08-2013,149.580002
21-08-2013,147.860001
22-08-2013,157.100006
23-08-2013,161.839996
26-08-2013,164.220001
27-08-2013,167.009995
28-08-2013,166.449997
29-08-2013,166.059998
30-08-2013,169
03-09-2013,168.940002
04-09-2013,170.619995
05-09-2013,169.929993
06-09-2013,166.970001
09-09-2013,160.699997
10-09-2013,166.369995
11-09-2013,163.520004
12-09-2013,164.929993
13-09-2013,165.539993
16-09-2013,166.580002
17-09-2013,166.229996
18-09-2013,166.220001
19-09-2013,177.919998
20-09-2013,183.389999
23-09-2013,181.110001
24-09-2013,182.330002
25-09-2013,185.240005
26-09-2013,188.639999
27-09-2013,190.899994
30-09-2013,193.369995
01-10-2013,193
02-10-2013,180.949997
03-10-2013,173.309998
04-10-2013,180.979996
07-10-2013,183.070007
08-10-2013,174.729996
09-10-2013,168.779999
10-10-2013,172.929993
11-10-2013,178.699997
14-10-2013,179.720001
15-10-2013,183.940002
16-10-2013,183.559998
17-10-2013,182.800003
18-10-2013,183.399994
21-10-2013,172.600006
22-10-2013,171.539993
23-10-2013,164.5
24-10-2013,173.149994
25-10-2013,169.660004
28-10-2013,162.860001
29-10-2013,164.470001
30-10-2013,159.220001
31-10-2013,159.940002
01-11-2013,162.169998
04-11-2013,175.199997
05-11-2013,176.809998
06-11-2013,151.160004
07-11-2013,139.770004
08-11-2013,137.949997
11-11-2013,144.699997
12-11-2013,137.800003
13-11-2013,138.699997
14-11-2013,137.600006
15-11-2013,135.449997
18-11-2013,121.580002
19-11-2013,126.089996
20-11-2013,121.110001
21-11-2013,122.099998
22-11-2013,121.379997
25-11-2013,120.839996
26-11-2013,120.5
27-11-2013,126.940002
29-11-2013,127.279999
02-12-2013,124.169998
03-12-2013,144.699997
04-12-2013,138.949997
05-12-2013,140.479996
06-12-2013,137.360001
09-12-2013,141.600006
10-12-2013,142.190002
11-12-2013,139.649994
12-12-2013,147.470001
13-12-2013,147.649994
16-12-2013,147.940002
17-12-2013,152.460007
18-12-2013,147.979996
19-12-2013,140.720001
20-12-2013,143.240005
23-12-2013,143.550003
24-12-2013,151.410004
26-12-2013,155.5
27-12-2013,151.119995
30-12-2013,152.440002
31-12-2013,150.429993
02-01-2014,150.100006
03-01-2014,149.559998
06-01-2014,147
07-01-2014,149.360001
08-01-2014,151.279999
09-01-2014,147.529999
10-01-2014,145.720001
13-01-2014,139.339996
14-01-2014,161.270004
15-01-2014,164.130005
16-01-2014,170.970001
17-01-2014,170.009995
21-01-2014,176.679993
22-01-2014,178.559998
23-01-2014,181.5
24-01-2014,174.600006
27-01-2014,169.619995
28-01-2014,178.380005
29-01-2014,175.229996
30-01-2014,182.839996
31-01-2014,181.410004
03-02-2014,177.110001
04-02-2014,178.729996
05-02-2014,174.419998
06-02-2014,178.380005
07-02-2014,186.529999
10-02-2014,196.559998
11-02-2014,196.619995
12-02-2014,195.320007
13-02-2014,199.630005
14-02-2014,198.229996
18-02-2014,203.699997
19-02-2014,193.639999
20-02-2014,209.970001
21-02-2014,209.600006
24-02-2014,217.649994
25-02-2014,248
26-02-2014,253
27-02-2014,252.539993
28-02-2014,244.809998
03-03-2014,250.559998
04-03-2014,254.839996
05-03-2014,252.660004
06-03-2014,252.940002
07-03-2014,246.210007
10-03-2014,238.839996
11-03-2014,234.410004
12-03-2014,241.490005
13-03-2014,237.789993
14-03-2014,230.970001
17-03-2014,233.979996
18-03-2014,240.039993
19-03-2014,235.839996
20-03-2014,234.910004
21-03-2014,228.889999
24-03-2014,220.169998
25-03-2014,220.440002
26-03-2014,212.960007
27-03-2014,207.320007
28-03-2014,212.369995
31-03-2014,208.449997
01-04-2014,216.970001
02-04-2014,230.289993
03-04-2014,225.399994
04-04-2014,212.229996
07-04-2014,207.520004
08-04-2014,215.460007
09-04-2014,216.929993
10-04-2014,204.190002
11-04-2014,203.779999
14-04-2014,198.089996
15-04-2014,193.910004
16-04-2014,199.110001
17-04-2014,198.119995
21-04-2014,204.380005
22-04-2014,218.639999
23-04-2014,207.990005
24-04-2014,207.860001
25-04-2014,199.850006
28-04-2014,198.509995
29-04-2014,206.919998
30-04-2014,207.889999
01-05-2014,207.729996
02-05-2014,210.910004
05-05-2014,216.610001
06-05-2014,207.279999
07-05-2014,201.350006
08-05-2014,178.589996
09-05-2014,182.259995
12-05-2014,184.669998
13-05-2014,190.160004
14-05-2014,190.619995
15-05-2014,188.589996
16-05-2014,191.559998
19-05-2014,196.089996
20-05-2014,195.300003
21-05-2014,199.449997
22-05-2014,204.880005
23-05-2014,207.300003
27-05-2014,211.559998
28-05-2014,210.240005
29-05-2014,210.240005
30-05-2014,207.770004
02-06-2014,204.699997
03-06-2014,204.940002
04-06-2014,203.990005
05-06-2014,206.899994
06-06-2014,208.169998
09-06-2014,205.309998
10-06-2014,202.300003
11-06-2014,204.470001
12-06-2014,203.520004
13-06-2014,206.419998
16-06-2014,224.610001
17-06-2014,231.669998
18-06-2014,227.119995
19-06-2014,227.789993
20-06-2014,229.589996
23-06-2014,237.220001
24-06-2014,232.5
25-06-2014,236.889999
26-06-2014,235.600006
27-06-2014,239.059998
30-06-2014,240.059998
01-07-2014,239.720001
02-07-2014,229.429993
03-07-2014,229.25
07-07-2014,222.660004
08-07-2014,219.070007
09-07-2014,223.059998
10-07-2014,219.460007
11-07-2014,218.130005
14-07-2014,226.699997
15-07-2014,219.580002
16-07-2014,217.160004
17-07-2014,215.399994
18-07-2014,220.020004
21-07-2014,220.539993
22-07-2014,219.580002
23-07-2014,222.490005
24-07-2014,223.539993
25-07-2014,223.570007
28-07-2014,224.820007
29-07-2014,225.009995
30-07-2014,228.919998
31-07-2014,223.300003
01-08-2014,233.270004
04-08-2014,238.520004
05-08-2014,238.490005
06-08-2014,248.929993
07-08-2014,252.389999
08-08-2014,248.130005
11-08-2014,259.320007
12-08-2014,259.959991
13-08-2014,260.309998
14-08-2014,261.380005
15-08-2014,262.01001
18-08-2014,259.940002
19-08-2014,256.76001
20-08-2014,255.710007
21-08-2014,254.339996
22-08-2014,256.779999
25-08-2014,262.549988
26-08-2014,261.73999
27-08-2014,263.25
28-08-2014,263.859985
29-08-2014,269.700012
02-09-2014,284.119995
03-09-2014,281.190002
04-09-2014,286.040009
05-09-2014,277.390015
08-09-2014,282.109985
09-09-2014,278.480011
10-09-2014,281.100006
11-09-2014,280.309998
12-09-2014,279.200012
15-09-2014,253.860001
16-09-2014,260.73999
17-09-2014,261.380005
18-09-2014,263.820007
19-09-2014,259.320007
22-09-2014,250.029999
23-09-2014,250.410004
24-09-2014,252.139999
25-09-2014,246.949997
26-09-2014,246.600006
29-09-2014,245.259995
30-09-2014,242.679993
01-10-2014,240.240005
02-10-2014,251.419998
03-10-2014,255.210007
06-10-2014,260.619995
07-10-2014,259.570007
08-10-2014,259.279999
09-10-2014,257.01001
10-10-2014,236.910004
13-10-2014,224.589996
14-10-2014,227.059998
15-10-2014,229.699997
16-10-2014,226.350006
17-10-2014,227.479996
20-10-2014,230.470001
21-10-2014,235.339996
22-10-2014,231.100006
23-10-2014,235.289993
24-10-2014,235.240005
27-10-2014,221.669998
28-10-2014,242.770004
29-10-2014,238.100006
30-10-2014,238.660004
31-10-2014,241.699997
03-11-2014,242.589996
04-11-2014,238.929993
05-11-2014,230.970001
06-11-2014,241.220001
07-11-2014,240.199997
10-11-2014,241.929993
11-11-2014,251.080002
12-11-2014,249.100006
13-11-2014,251.699997
14-11-2014,258.679993
17-11-2014,253.979996
18-11-2014,257.700012
19-11-2014,247.740005
20-11-2014,248.710007
21-11-2014,242.779999
24-11-2014,246.720001
25-11-2014,248.089996
26-11-2014,248.440002
28-11-2014,244.520004
01-12-2014,231.639999
02-12-2014,231.429993
03-12-2014,229.300003
04-12-2014,228.279999
05-12-2014,223.710007
08-12-2014,214.360001
09-12-2014,216.889999
10-12-2014,209.839996
11-12-2014,208.880005
12-12-2014,207
15-12-2014,204.039993
16-12-2014,197.809998
17-12-2014,205.820007
18-12-2014,218.259995
19-12-2014,219.289993
22-12-2014,222.600006
23-12-2014,220.970001
24-12-2014,222.259995
26-12-2014,227.820007
29-12-2014,225.710007
30-12-2014,222.229996
31-12-2014,222.410004
02-01-2015,219.309998
05-01-2015,210.089996
06-01-2015,211.279999
07-01-2015,210.949997
08-01-2015,210.619995
09-01-2015,206.660004
12-01-2015,202.210007
13-01-2015,204.25
14-01-2015,192.690002
15-01-2015,191.869995
16-01-2015,193.070007
20-01-2015,191.929993
21-01-2015,196.570007
22-01-2015,201.619995
23-01-2015,201.289993
26-01-2015,206.550003
27-01-2015,205.979996
28-01-2015,199.369995
29-01-2015,205.199997
30-01-2015,203.600006
02-02-2015,210.940002
03-02-2015,218.360001
04-02-2015,218.550003
05-02-2015,220.990005
06-02-2015,217.360001
09-02-2015,217.479996
10-02-2015,216.289993
11-02-2015,212.800003
12-02-2015,202.880005
13-02-2015,203.770004
17-02-2015,204.350006
18-02-2015,204.460007
19-02-2015,211.710007
20-02-2015,217.110001
23-02-2015,207.339996
24-02-2015,204.110001
25-02-2015,203.759995
26-02-2015,207.190002
27-02-2015,203.339996
02-03-2015,197.330002
03-03-2015,199.559998
04-03-2015,202.440002
05-03-2015,200.630005
06-03-2015,193.880005
09-03-2015,190.880005
10-03-2015,190.320007
11-03-2015,193.740005
12-03-2015,191.070007
13-03-2015,188.679993
16-03-2015,195.699997
17-03-2015,194.729996
18-03-2015,200.710007
19-03-2015,195.649994
20-03-2015,198.080002
23-03-2015,199.630005
24-03-2015,201.720001
25-03-2015,194.300003
26-03-2015,190.410004
27-03-2015,185
30-03-2015,190.570007
31-03-2015,188.770004
01-04-2015,187.589996
02-04-2015,191
06-04-2015,203.100006
